,종목이름,종목코드,21_1Q_매출액,21_1Q_영업이익,21_1Q_순이익,21_2Q_매출액,21_2Q_영업이익,21_2Q_순이익,21_3Q_매출액,21_3Q_영업이익,21_3Q_순이익,21_4Q_매출액,21_4Q_영업이익,21_4Q_순이익,22_1Q_매출액,22_1Q_영업이익,22_1Q_순이익
122,SUN&L,[002820],107000000000.0,1843192913.0,-97514764.0,117000000000.0,1730761948.0,2133075262.0,111000000000.0,-2837586673.0,-3553372799.0,130000000000.0,-22617192734.0,-33529696285.0,140000000000.0,4533013504.0,3918776651.0
123,미원상사,[002840],83425607510.0,13753064436.0,14604594869.0,88796646373.0,16090952969.0,15556835033.0,91787597535.0,17642604468.0,17689185314.0,95785131367.0,9668132792.0,9892436476.0,103000000000.0,16621114018.0,15918988245.0
124,신풍제지,[002870],8782518897.0,-675181248.0,731071335.0,6768233909.0,-1037274178.0,854296461.0,4175336877.0,-821991520.0,-3099272573.0,6176322259.0,-1430789736.0,-8515792561.0,4861733855.0,-912268099.0,-1753471024.0
125,대유에이텍,[002880],366000000000.0,-594120971.0,1374207819.0,385000000000.0,10930499608.0,-2567974815.0,429000000000.0,14408007156.0,2869907803.0,475000000000.0,17526984756.0,-4528512416.0,324000000000.0,-24525573034.0,-22747401087.0
126,TYM,[002900],215000000000.0,12793537498.0,11942592621.0,247000000000.0,24234504380.0,16186501201.0,200000000000.0,3462067028.0,426943221.0,180000000000.0,-5225868730.0,10946373938.0,301000000000.0,36295428709.0,31554193080.0
127,유성기업,[002920],72767181041.0,4286379835.0,6043719845.0,68296989958.0,4277414359.0,5068969746.0,65266553321.0,-1378351908.0,781991979.0,70061250065.0,273572804.0,-1548268165.0,74353669209.0,1086454105.0,3288757112.0
128,한국쉘석유,[002960],56791437903.0,10679176754.0,8707575746.0,61154432561.0,8984977807.0,7106803378.0,59521151732.0,9328298577.0,7415155155.0,63921052240.0,9053525701.0,5816411533.0,70467525528.0,10320770618.0,8518856097.0
129,금호건설,[002990],413000000000.0,22323274911.0,17437246176.0,531000000000.0,35114268566.0,52623959258.0,528000000000.0,34301552203.0,39156860725.0,593000000000.0,19852557236.0,38906585600.0,412000000000.0,14942212541.0,5708632820.0
130,부광약품,[003000],36856655828.0,-2085907253.0,-3552921149.0,43864956531.0,-642623181.0,-854313643.0,47824724863.0,2993852758.0,194687276.0,53944884245.0,5356558617.0,1415749851.0,36913653631.0,-1982113051.0,-2660120890.0
131,혜인,[003010],43755429572.0,666307303.0,313127203.0,61035380391.0,1967613379.0,1602626392.0,53129010384.0,3683201532.0,2616412091.0,48435884750.0,2746739476.0,368820676.0,38848138510.0,362839396.0,360895003.0
132,세아제강지주,[003030],585000000000.0,36939184443.0,33706240707.0,713000000000.0,108000000000.0,83186942266.0,724000000000.0,86006016785.0,64172473141.0,820000000000.0,67998109952.0,45586120911.0,916000000000.0,111000000000.0,80506549013.0
133,에이프로젠제약,[003060],12281658968.0,-1249241270.0,2009309141.0,15159660989.0,-761339901.0,1589237429.0,14665671615.0,-562630741.0,2769530471.0,14374710017.0,-1225961469.0,2782934391.0,16862857874.0,-1230335463.0,3363462537.0
135,성보화학,[003080],38490629614.0,7169707082.0,4468239914.0,11404903639.0,-1246322403.0,-983348509.0,6073940270.0,-2381335148.0,-1696385371.0,1706262700.0,-2503646591.0,-507889724.0,44247450363.0,10149805095.0,7824050581.0
136,대웅,[003090],349000000000.0,44288976301.0,-7062921087.0,381000000000.0,43340958387.0,27590267334.0,376000000000.0,48117391825.0,33742429254.0,405000000000.0,46879831889.0,45687530901.0,398000000000.0,47113649283.0,29509907224.0
137,선광,[003100],36258272813.0,4943195232.0,1733974199.0,42956894639.0,8975160595.0,5541178277.0,38782770469.0,5653998484.0,11929537251.0,44741279176.0,12591200658.0,4828870186.0,42362833729.0,11200964850.0,7250828349.0
138,일성신약,[003120],8789169665.0,-523644009.0,-5645514643.0,10124228552.0,-744696727.0,153530182.0,10605042432.0,-444071369.0,751737556.0,12571395168.0,-84998414.0,3372736481.0,15067047231.0,333502139.0,530579390.0
139,디아이,[003160],51846812448.0,3955060152.0,4520296749.0,80476674344.0,11268417050.0,8939787617.0,47529376899.0,3783025930.0,2925762888.0,46714497328.0,-2530362920.0,-1288715690.0,55247776773.0,5057576200.0,4981641481.0
140,일신방직,[003200],138000000000.0,11227071396.0,11435623772.0,139000000000.0,16307351101.0,20999807068.0,145000000000.0,11185879494.0,11615508151.0,179000000000.0,22250187637.0,20159438502.0,167000000000.0,17727055904.0,14962643242.0
141,대원제약,[003220],74993570919.0,-2270701307.0,-8109610591.0,87699760364.0,4482333590.0,2940273793.0,90524864226.0,6500574242.0,6162268956.0,101000000000.0,10713698733.0,5617743753.0,117000000000.0,13920988565.0,10174789319.0
142,삼양식품,[003230],140000000000.0,14357546242.0,13245844671.0,148000000000.0,14243116602.0,10830926422.0,162000000000.0,15192460238.0,14733620167.0,193000000000.0,21570290889.0,17847174642.0,202000000000.0,24504783894.0,19268862996.0
143,태광산업,[003240],564000000000.0,84351436942.0,83196520228.0,620000000000.0,130000000000.0,118000000000.0,680000000000.0,104000000000.0,93065272205.0,727000000000.0,37159113036.0,24382593536.0,734000000000.0,22561923998.0,40529906564.0
144,흥아해운,[003280],18169251703.0,-1206765478.0,-463567759.0,18336506302.0,-1274124665.0,41002163590.0,19253960799.0,-2799125862.0,799439896.0,25964595065.0,3405327471.0,-24901541490.0,26209552744.0,1934771236.0,1407199893.0
145,한일홀딩스,[003300],350000000000.0,14947761707.0,4618853420.0,455000000000.0,66339282524.0,54683920183.0,451000000000.0,35302833899.0,24798652143.0,511000000000.0,14198909309.0,7480661811.0,387000000000.0,-6897755386.0,-10593030406.0
146,대주산업,[003310],21857876516.0,750696847.0,408830783.0,19812359323.0,640641681.0,525876875.0,18649902747.0,106695426.0,-139270979.0,24054499166.0,1151197315.0,3011181584.0,23622487792.0,1412558905.0,1009964217.0
147,한국화장품제조,[003350],15056108825.0,-563020000.0,-28531493.0,21757173468.0,1310866823.0,1384515777.0,15937712737.0,-652298314.0,-821516518.0,15058687431.0,-866862572.0,-1736166397.0,28012786911.0,1147519017.0,977063462.0
148,하림지주,[003380],2060000000000.0,108000000000.0,94114743321.0,2590000000000.0,170000000000.0,129000000000.0,2960000000000.0,254000000000.0,189000000000.0,3200000000000.0,213000000000.0,177000000000.0,3180000000000.0,232000000000.0,110000000000.0
149,쌍용C&E,[003410],337000000000.0,32752944068.0,19650733385.0,416000000000.0,79323840365.0,71641113706.0,423000000000.0,68554420363.0,72764603068.0,486000000000.0,68100854589.0,21900705934.0,376000000000.0,446310218.0,-15469937569.0
150,한진중공업홀딩스,[003480],314000000000.0,33354000000.0,19454000000.0,134000000000.0,-3369000000.0,-15913000000.0,133000000000.0,2811000000.0,-14690000000.0,306000000000.0,11793000000.0,3639000000.0,498000000000.0,20987000000.0,14611000000.0
151,대한항공,[003490],1790000000000.0,102000000000.0,-55541630271.0,2010000000000.0,194000000000.0,117000000000.0,2300000000000.0,419000000000.0,105000000000.0,2910000000000.0,704000000000.0,412000000000.0,2880000000000.0,773000000000.0,531000000000.0
152,영진약품,[003520],43645524041.0,-1959949277.0,-1773974440.0,49041007779.0,-4921825200.0,-4290373480.0,49458374802.0,-4159483142.0,-3810138469.0,53922335226.0,-2836247803.0,-1707969806.0,52331612186.0,-790940370.0,-1453294403.0
153,LG,[003550],2180000000000.0,1000000000000.0,1060000000000.0,1920000000000.0,612000000000.0,1000000000000.0,2030000000000.0,613000000000.0,567000000000.0,728000000000.0,235000000000.0,58938000000.0,1790000000000.0,828000000000.0,1350000000000.0
154,IHQ,[003560],14687226797.0,-1869738081.0,-1159618177.0,15749830765.0,-2125741485.0,803641261.0,15122427229.0,-2119463646.0,-2879491464.0,14447938462.0,-5525245417.0,-6864478847.0,15032627331.0,-1026670373.0,2356276778.0
155,SNT중공업,[003570],70306110237.0,2943325733.0,54459759076.0,86290564639.0,4867722144.0,3587577074.0,70602773205.0,3381575120.0,2875565449.0,109000000000.0,9394843957.0,-1924245121.0,83685521334.0,2784567494.0,5086984431.0
156,HLB글로벌,[003580],10798106805.0,-2375052404.0,-3587438752.0,12329999831.0,-3161318212.0,-2461623020.0,11529638289.0,-3472605916.0,-3552169568.0,10388408104.0,-4333343340.0,-3481014137.0,11555830396.0,-2669419860.0,-3824282842.0
157,방림,[003610],42297513883.0,805252239.0,-198473541.0,24821384041.0,2304963184.0,4019261216.0,31391128373.0,1752471013.0,3897448510.0,32463133833.0,1491783020.0,-273824450.0,39011302758.0,1259325290.0,1680544562.0
158,쌍용차,[003620],536000000000.0,-84733673136.0,-86290301304.0,612000000000.0,-93179778318.0,-94240782388.0,630000000000.0,-60071822544.0,-59294764380.0,651000000000.0,-23275522569.0,-18118566623.0,714000000000.0,-30863747610.0,-31611452319.0
159,미창석유,[003650],90783857119.0,6314765102.0,6326882241.0,106000000000.0,8120044804.0,10342609170.0,96326244390.0,9696396720.0,6877603684.0,113000000000.0,11319011709.0,9591343787.0,103000000000.0,11799101548.0,7562480619.0
160,포스코케미칼,[003670],467000000000.0,34133169166.0,39774944707.0,480000000000.0,35610218741.0,33894375187.0,505000000000.0,31471758561.0,40879844801.0,537000000000.0,20460746114.0,19212534148.0,665000000000.0,25543365609.0,35995680188.0
161,한성기업,[003680],59877411100.0,1209070629.0,2089944229.0,59032019150.0,1490024830.0,348964618.0,66098327835.0,1369741657.0,-49693186.0,66521515314.0,-9859399726.0,-9897114121.0,66841590579.0,2241683159.0,1153754342.0
162,삼영화학,[003720],30590931212.0,405838610.0,734263715.0,34517091485.0,1005319779.0,817571834.0,31232872637.0,1343208974.0,1610159591.0,36928880872.0,-162559134.0,469759328.0,38928477756.0,432645797.0,843554832.0
163,진양산업,[003780],18267382758.0,1090140598.0,1093313887.0,19815418742.0,1616392045.0,1678356011.0,18108859672.0,2311897207.0,2012066503.0,20158767461.0,1827755305.0,1414167910.0,20754500174.0,1038694721.0,1066360030.0
164,에이스침대,[003800],80945973218.0,14736874530.0,12882754651.0,91122573453.0,24916828303.0,20298220717.0,82619151090.0,14216807649.0,13312386209.0,91687063699.0,22880813000.0,17391055032.0,89772311077.0,16312049941.0,12705961712.0
165,대한화섬,[003830],25272352089.0,1208197777.0,7164462650.0,27232485115.0,2375898545.0,6526735788.0,29753400680.0,316765626.0,6989183418.0,35088636773.0,-743994896.0,3695940392.0,36234238376.0,2153555485.0,10214448845.0
166,보령,[003850],144000000000.0,10751088981.0,19875736899.0,150000000000.0,6510223678.0,-3002043574.0,167000000000.0,18968698112.0,20594027253.0,166000000000.0,5218217543.0,5651539793.0,179000000000.0,16991141374.0,11196008432.0
167,남양유업,[003920],231000000000.0,-13786356805.0,-8453130108.0,240000000000.0,-21187729787.0,-16228989369.0,240000000000.0,-23039234496.0,-15947094277.0,245000000000.0,-19840371842.0,-18261864606.0,234000000000.0,-22240299929.0,-15811161530.0
168,사조대림,[003960],441000000000.0,25138712859.0,14290289472.0,436000000000.0,24192803489.0,19026320675.0,473000000000.0,37563958054.0,23820081928.0,464000000000.0,15359789625.0,9425793652.0,487000000000.0,22747519231.0,10068530086.0
169,롯데정밀화학,[004000],344000000000.0,35519397622.0,40493898353.0,422000000000.0,53870706625.0,114000000000.0,492000000000.0,70183965833.0,205000000000.0,523000000000.0,84939517536.0,226000000000.0,652000000000.0,110000000000.0,29573277578.0
170,현대제철,[004020],4930000000000.0,304000000000.0,220000000000.0,5620000000000.0,545000000000.0,353000000000.0,5860000000000.0,826000000000.0,596000000000.0,6440000000000.0,772000000000.0,337000000000.0,6980000000000.0,697000000000.0,488000000000.0
171,SG세계물산,[004060],29472813417.0,-1942009214.0,-1064300273.0,33099847606.0,-1670905273.0,54664095963.0,33094870168.0,-1425238259.0,-2112774542.0,40079148259.0,293677780.0,-4527836517.0,39187531755.0,1126654889.0,296423069.0
172,신흥,[004080],30139145565.0,3376731964.0,9760861221.0,31129377655.0,2352615751.0,-3715240395.0,29878610135.0,3001829518.0,2516009146.0,35706307022.0,4311628438.0,4888049820.0,28878451048.0,1346144418.0,1864339902.0
173,한국석유,[004090],130000000000.0,3272853865.0,1783370099.0,164000000000.0,5246579501.0,4241526177.0,148000000000.0,2125861397.0,605003954.0,186000000000.0,4910157646.0,4621604922.0,181000000000.0,4709606674.0,3489994980.0
174,태양금속,[004100],116000000000.0,1620018790.0,4199896239.0,113000000000.0,4655662446.0,-878050115.0,112000000000.0,-5628652998.0,-2762188288.0,122000000000.0,-1397659644.0,-12824609687.0,129000000000.0,1599804759.0,-953549597.0
176,동방,[004140],138000000000.0,6179585583.0,1075960442.0,147000000000.0,6177529779.0,6004642129.0,146000000000.0,5442786603.0,1363041448.0,165000000000.0,9975261952.0,-8803237180.0,180000000000.0,7293026482.0,1749207471.0
177,한솔홀딩스,[004150],96966421000.0,6504482000.0,6852636000.0,94030697000.0,4227813000.0,9533509000.0,96173613000.0,3577198000.0,4501628000.0,126000000000.0,4068774000.0,2720843000.0,114000000000.0,4817630000.0,7408992000.0
178,신세계,[004170],1320000000000.0,124000000000.0,89222294008.0,1400000000000.0,96230172006.0,16650217085.0,1670000000000.0,102000000000.0,189000000000.0,1930000000000.0,195000000000.0,94123632221.0,1770000000000.0,164000000000.0,151000000000.0
180,NPC,[004250],112000000000.0,7491906544.0,6433247153.0,124000000000.0,8021360319.0,7108104956.0,126000000000.0,9312124104.0,7900904953.0,126000000000.0,3446419843.0,4738984253.0,122000000000.0,6624972709.0,3581963068.0
181,남성,[004270],23489451264.0,1554962095.0,1822736676.0,24504101200.0,1545406961.0,1347808716.0,18425135499.0,56044433.0,537916261.0,35901602971.0,3788664833.0,3391714808.0,30132288285.0,3324547568.0,2997827667.0
182,현대약품,[004310],30420253186.0,-1052117512.0,-963418428.0,37300830421.0,487179804.0,436048874.0,38277543215.0,2210320012.0,-229657751.0,33804126267.0,-3217267332.0,-2416148864.0,37451090590.0,2577133838.0,1173995959.0
183,농심,[004370],634000000000.0,28308722145.0,29062688768.0,648000000000.0,17276767330.0,18241206941.0,673000000000.0,29115916659.0,25321551987.0,708000000000.0,31438314761.0,27011914837.0,736000000000.0,34322105440.0,32988392168.0
184,삼익THK,[004380],77502043998.0,2396172847.0,2314270413.0,77001559698.0,4066633556.0,2984946324.0,68241314976.0,1261562887.0,305451356.0,87739700977.0,7085626500.0,6207590962.0,74420999531.0,4350992794.0,4267200274.0
185,서울식품,[004410],13156302220.0,-531143165.0,-2124714113.0,14233014778.0,-586411229.0,-1069181245.0,13429752244.0,-1057187253.0,-538880333.0,14478581413.0,-1455658285.0,-2045588503.0,14811153477.0,179583316.0,-11921436.0
186,송원산업,[004430],222000000000.0,17343000000.0,9164000000.0,232000000000.0,21737000000.0,14973000000.0,260000000000.0,30050000000.0,20972000000.0,283000000000.0,36584000000.0,26100000000.0,338000000000.0,57195000000.0,43427000000.0
187,삼일씨엔에스,[004440],52428177164.0,4849459652.0,3858040591.0,59529100012.0,6656426617.0,-20790436941.0,52046824234.0,2402294409.0,11369851837.0,62602175682.0,-329329743.0,2499460698.0,56275061773.0,-1903960931.0,-1020869687.0
188,삼화왕관,[004450],34691306971.0,1665756651.0,1870187653.0,40597752000.0,3084689367.0,2418259697.0,37516474647.0,1265280019.0,-2918521370.0,37139638662.0,2075977847.0,52301248.0,33700650332.0,-49795266.0,216221520.0
189,세방전지,[004490],319000000000.0,28937476123.0,31310186473.0,332000000000.0,31470496828.0,25059171376.0,316000000000.0,18458083397.0,17693909604.0,385000000000.0,20838895193.0,11169268502.0,356000000000.0,21292600980.0,17585218954.0
190,깨끗한나라,[004540],137000000000.0,6702096702.0,3864948226.0,141000000000.0,3823007516.0,2867611313.0,144000000000.0,1793002245.0,-594469622.0,156000000000.0,726751252.0,2224573608.0,161000000000.0,4042084371.0,2712377939.0
191,현대비앤지스틸,[004560],195000000000.0,22350064012.0,17324655760.0,217000000000.0,24408224717.0,19274720473.0,220000000000.0,21316405634.0,18314764702.0,223000000000.0,21580575205.0,14878302963.0,344000000000.0,32101140669.0,21816882944.0
192,한국가구,[004590],20352856980.0,3178857446.0,2594435162.0,22404630398.0,3983487775.0,3544122872.0,21815450652.0,3412672238.0,2788504287.0,28452858782.0,4361216494.0,12953790236.0,23949631866.0,3860375324.0,2845636013.0
193,창해에탄올,[004650],26685352953.0,4902101185.0,3882049329.0,25466598729.0,4155008409.0,3338226690.0,19013883165.0,1907779528.0,987858271.0,25824994451.0,3135750967.0,1863492059.0,28384210092.0,3963421807.0,2958889678.0
194,삼천리,[004690],1200000000000.0,74445961560.0,64727905263.0,719000000000.0,4408962074.0,3779518986.0,643000000000.0,4084212216.0,11323240781.0,1200000000000.0,-12941070150.0,-7210950798.0,1750000000000.0,87704523184.0,64971022390.0
195,조광피혁,[004700],26276011349.0,4479901078.0,4407498530.0,26476403182.0,3259116953.0,3433992759.0,28769950412.0,3050962633.0,2930059815.0,22726183641.0,158451102.0,432490890.0,23553402253.0,-215004319.0,420228841.0
196,한솔테크닉스,[004710],306000000000.0,2259101947.0,3264652982.0,351000000000.0,4111637285.0,85761405.0,391000000000.0,-2886661923.0,-3615645670.0,442000000000.0,-7739947501.0,-9080618862.0,462000000000.0,10745971338.0,5208661241.0
197,팜젠사이언스,[004720],24012535191.0,-1391859758.0,22322969910.0,26027516585.0,-5259417190.0,-6935785158.0,27298767945.0,865248402.0,3750775241.0,32527247093.0,748109103.0,13276463215.0,40967884658.0,3221113059.0,57942305348.0
199,써니전자,[004770],4078188316.0,572034675.0,1618573261.0,4016760284.0,236186508.0,285418896.0,4331109790.0,793960036.0,2058890574.0,3982432141.0,180700253.0,540655562.0,4673573998.0,799361200.0,1363005489.0
